anp_id,municipios_match,total_declaratorias_desastre,total_declaratorias_emergencia,poblacion_afectada_total,poblacion_atendida_total,costo_total_declaratorias_pesos,sectores_afectados,por_tipo_fenomeno,por_ano,eventos_detalle
cascada_de_bassaseachic,Ocampo,1,3,111645,111645,115178700.07,Hidráulico,Hidrometeorológico: 1D/3E,"2019: 0D/2E pob:71,713 $84.2M; 2020: 1D/0E pob:0 $0.0M; 2021: 0D/1E pob:39,932 $30.9M","[D 2020] Chihuahua: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [E 2019] Chihuahua: Nevada severa del 29 al 30 de diciembre de 2018 (pob:64,751 $72,187,821) | [E 2019] Chihuahua: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,962 $12,042,456) | [E 2021] Chihuahua: Nevada y helada severas el 30 y 31 de diciembre de 2020 (pob:39,932 $30,948,422)"
cerro_de_la_silla,Juárez,1,0,0,0,0,Carretero; Educativo; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 1D/0E,2019: 1D/0E pob:0 $0.0M,[D 2019] Nuevo León: Lluvia severa e inundación pluvial y fluvial el 4 de septiembre de 2019
cerro_mohinora,Guadalupe y Calvo,2,4,76701,76701,63028577.58,Carretero; Hidráulico; Vial Urbano y Vivienda,Hidrometeorológico: 2D/4E,"2018: 0D/1E pob:24,344 $16.2M; 2019: 1D/1E pob:6,962 $12.0M; 2020: 1D/1E pob:5,463 $3.9M; 2021: 0D/1E pob:39,932 $30.9M","[D 2019] Chihuahua: Lluvia severa el 27 y 28 de noviembre e inundación fluvial el 28 de noviembre de | [D 2020] Chihuahua: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [E 2018] Chihuahua: Helada severa a partir del día 21 de diciembre de 2018 (pob:24,344 $16,181,233) | [E 2019] Chihuahua: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,962 $12,042,456) | [E 2020] Chihuahua: Helada y nevada severa del 3 al 5 de enero de 2020 (pob:5,463 $3,856,466) | [E 2021] Chihuahua: Nevada y helada severas el 30 y 31 de diciembre de 2020 (pob:39,932 $30,948,422)"
chamela_cuixmala,La Huerta,4,4,35000,35000,19237784.39,Carretero; Deportivo; Educativo; Hidráulico; Naval; Naval y Pesquero y Acuícola; Pesquero y Acuícola; Vial Urbano y Vivienda,Hidrometeorológico: 4D/4E,"2019: 2D/2E pob:8,591 $7.4M; 2020: 1D/1E pob:19,958 $7.4M; 2021: 1D/1E pob:6,451 $4.4M","[D 2019] Jalisco: Huracán Lorena (lluvia severa) el 18 de septiembre de 2019 | [D 2019] Jalisco: Tormenta Tropical Narda (Lluvia severa) ocurrida el día 29 de septiembre de 2019 | [D 2020] Jalisco: Lluvia severa del 27 al 28 de agosto de 2020 en 5 municipios y vientos fuertes e | [D 2021] Jalisco: Huracán (Lluvia severa), inundación fluvial y vientos fuertes el 28 y 29 de agos | [E 2019] Jalisco: Presencia huracán ""Lorena"" (Lluvia Severa) el 18 de septiembre de 2019 (pob:3,375 $4,566,250) | [E 2019] Jalisco: Inundación fluvial y pluvial el 29 de septiembre de 2019 por huracán ""Narda"" (pob:5,216 $2,856,960) | [E 2020] Jalisco: Lluvia severa y vientos fuertes los días 27 y 28 de agosto de 2020 (pob:19,958 $7,421,919) | [E 2021] Jalisco: Huracán categoría 1 ""Nora"" (lluvia severa y vientos fuerte) e inundación fluvial (pob:6,451 $4,392,655)"
cofre_de_perote_o_nauhcampatepetl,Ayahualulco; Ixhuacán de los Reyes; Perote,3,2,7781,7781,11777038.71,Carretero; Educativo; Educativo e Hidráulico; Hidráulico y Vial Urbano,Hidrometeorológico: 1D/2E; Geológico: 2D/0E,"2018: 0D/1E pob:2,546 $1.4M; 2019: 0D/1E pob:5,235 $10.3M; 2022: 1D/0E pob:0 $0.0M; 2023: 2D/0E pob:0 $0.0M","[D 2022] Veracruz: Movimiento de ladera del 20 al 23 de junio de 2022 | [D 2023] Veracruz: Movimiento de ladera del 3 al 7 de agosto de 2023 | [D 2023] Veracruz: Lluvia severa e inundación pluvial del 3 al 4 de agosto de 2023 | [E 2018] Veracruz: Helada severa a partir del día 21 de diciembre de 2018 (pob:2,546 $1,441,063) | [E 2019] Veracruz: Helada severa del 21 al 22 de enero de 2019 (pob:5,235 $10,335,976)"
complejo_lagunar_ojo_de_liebre,Mulegé; San Quintín,5,3,15953,15953,29325263.46,Carretero; Deportivo; Educativo; Educativo y Naval; Forestal y de Viveros; Hidráulico; Hidráulico y Naval; Naval; Naval y Pesquero; y Naval,Hidrometeorológico: 5D/3E,"2019: 0D/1E pob:2,617 $13.1M; 2020: 0D/1E pob:1,336 $5.5M; 2022: 3D/0E pob:0 $0.0M; 2023: 2D/1E pob:12,000 $10.8M","[D 2022] Baja California Sur: Lluvia severa e inundación fluvial los días 2 y 3 de septiembre 2022 | [D 2022] Baja California Sur: Lluvia severa, vientos fuertes e inundación fluvial del 7 al 9 de septiembre de  | [D 2022] Baja California: Inundación pluvial y lluvia severa del 8 al 11 de septiembre de 2022 | [D 2023] Baja California Sur: Lluvia severa e inundación pluvial el 19 de agosto de 2023 | [D 2023] Baja California: Lluvia severa, inundación fluvial y pluvial, y vientos fuertes del 18 al 20 de a | [E 2019] Baja California Sur: Lluvia severa e inundación pluvial el 27 y 28 de noviembre de 2019 (pob:2,617 $13,098,771) | [E 2020] Baja California Sur: Lluvia severa e inundación pluvial el 12 y 13 de marzo de 2020 (pob:1,336 $5,469,572) | [E 2023] Baja California Sur: Huracán Hilary y lluvia severa, el 19 de agosto de 2023 (pob:12,000 $10,756,920)"
constitucion_de_1857,Ensenada,3,1,1500,1500,465815.0,Carretero; Educativo; Educativo y Naval; Forestal y de Viveros; Hidráulico; Naval y Pesquero; Vial Urbano y Vivienda,Incendio Forestal: 1D/1E; Hidrometeorológico: 2D/0E,"2019: 1D/1E pob:1,500 $0.5M; 2022: 1D/0E pob:0 $0.0M; 2023: 1D/0E pob:0 $0.0M","[D 2019] Baja California: Incendios forestales presentados del 24, 25 y 26 de octubre de 2019 | [D 2022] Baja California: Inundación pluvial y lluvia severa del 8 al 11 de septiembre de 2022 | [D 2023] Baja California: Lluvia severa, inundación fluvial y pluvial, y vientos fuertes del 18 al 20 de a | [E 2019] Baja California: Incendios forestales a partir del 24 de octubre de 2019 (pob:1,500 $465,815)"
corredor_biologico_chichinautzin,Tlalnepantla,0,1,564,564,221418.6,,Geológico: 0D/1E,2021: 0D/1E pob:564 $0.2M,"[E 2021] Estado de México: Presencia de movimiento de ladera (Extraordinaria) (pob:564 $221,419)"
costa_occ_de_i_mujeres_pta_cancun_y_pta_nizuc,Benito Juárez; Isla Mujeres,2,1,20308,20308,29241840.28,Deportivo; Educativo; Hidráulico; Naval; Salud; Turístico; Vial Urbano y Vivienda,Hidrometeorológico: 2D/1E,"2019: 1D/0E pob:0 $0.0M; 2020: 1D/1E pob:20,308 $29.2M","[D 2019] Quintana Roo: Sequía severa ocurrida del 1 de mayo al 30 de noviembre del 2019 en 9 municipios | [D 2020] Quintana Roo: Huracán Delta (lluvia severa y vientos fuertes) los días 5 y 6 de octubre de 202 | [E 2020] Quintana Roo: Vientos fuertes y lluvia severa los días 5 y 6 de octubre de 2020 (pob:20,308 $29,241,840)"
cumbres_de_majalca,Chihuahua,1,2,40512,40512,32422532.86,Hidráulico,Hidrometeorológico: 1D/2E,"2020: 1D/0E pob:0 $0.0M; 2021: 0D/2E pob:40,512 $32.4M","[D 2020] Chihuahua: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [E 2021] Chihuahua: Nevada y helada severas el 30 y 31 de diciembre de 2020 (pob:39,932 $30,948,422) | [E 2021] Chihuahua: Lluvia severa e inundación pluvial del 27 al 30 de junio de 2021 (pob:580 $1,474,111)"
cumbres_de_monterrey,Allende; Arteaga; Cadereyta Jiménez; Galeana; García; Guadalupe; Juárez; Montemorelos; Monterrey; Rayones; San Pedro Garza García; Santa Catarina; Santiago,3,6,41327,41327,29800550.66,Carretero; Deportivo; Educativo; Forestal y de Viveros; Hidráulico; Residuos Sólidos; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 2D/4E; Incendio Forestal: 1D/2E,"2019: 1D/1E pob:1,124 $1.2M; 2020: 1D/3E pob:38,310 $27.6M; 2021: 1D/2E pob:1,893 $1.0M","[D 2019] Nuevo León: Lluvia severa e inundación pluvial y fluvial el 4 de septiembre de 2019 | [D 2020] Nuevo León: Lluvia severa, inundación pluvial e inundación fluvial ocurridas los días 25, 26 | [D 2021] Nuevo León: Incendio Forestal del 13 de marzo al 5 de abril de 2021 | [E 2019] Coahuila: Granizada severa el 17 de abril de 2019 (pob:1,124 $1,173,045) | [E 2020] Coahuila: Lluvia severa el 22 de julio de 2020 (pob:398 $2,730,552) | [E 2020] Coahuila: Lluvia severa el 26 de julio de 2020 (Huracán ""Hanna"") (pob:7,645 $21,651,050) | [E 2020] Nuevo León: Lluvia severa e inundación pluvial y fluvial del 24 al 27 de julio de 2020 (Hura (pob:30,267 $3,261,584) | [E 2021] Coahuila: Incendio forestal el 16 de marzo de 2021 (pob:480 $792,786) | [E 2021] Nuevo León: Incendio forestal del 13 de marzo al 2 de abril de 2021 (pob:1,413 $191,533)"
dzibilchantun,Mérida,1,1,39912,39912,87377211.78,Carretero; Educativo; Naval; Pesquero y Acuícola; Vial Urbano y Vivienda,Hidrometeorológico: 1D/1E,"2020: 1D/1E pob:39,912 $87.4M","[D 2020] Yucatán: Lluvia severa, Huracán ""Delta"" Categoría 2 e inundación pluvial del 1 al 8 de oc | [E 2020] Yucatán: Lluvia severa e inundación pluvial del 1 al 8 de octubre de 2020 (pob:39,912 $87,377,212)"
el_jabali,Comala; Cuauhtémoc,3,1,1741,1741,10419232.94,Artísticos e Históricos; Carretero; Cultura; Deportivo; Educativo; Hidráulico; Monumentos Arqueológicos; Naval y Salud; Naval y Zonas Costeras; Pesquero y Acuícola; Vial Urbano y Vivienda,Hidrometeorológico: 2D/1E; Geológico: 1D/0E,"2019: 1D/1E pob:1,741 $10.4M; 2021: 1D/0E pob:0 $0.0M; 2022: 1D/0E pob:0 $0.0M","[D 2019] Colima: Lluvia severa, inundación fluvial y pluvial el 29 y 30 de septiembre de 2019 | [D 2021] Colima: Huracán (lluvia severa), inundación fluvial y pluvial el 28 y el 29 de agosto de | [D 2022] Colima: Sismo magnitud 7.7 el 19 de septiembre de 2022 | [E 2019] Colima: Lluvia severa e inundación fluvial y pluvial el 29 y 30 de septiembre de 2019 po (pob:1,741 $10,419,233)"
el_pinacate_y_gran_desierto_de_altar,General Plutarco Elías Calles; Puerto Peñasco; San Luis Río Colorado,2,5,49075,49075,74685266.83,Carretero; Educativo; Hidráulico; Naval; Vial Urbano y Vivienda,Hidrometeorológico: 2D/5E,"2019: 1D/4E pob:46,592 $72.8M; 2020: 1D/1E pob:2,483 $1.9M","[D 2019] Sonora: Lluvia severa e inundación fluvial y pluvial del 27 al 29 de noviembre de 2019 | [D 2020] Sonora: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [E 2019] Sonora: Helada y nevada severa del 30 de diciembre de 2018 al 02 de enero de 2019 (pob:18,506 $19,484,036) | [E 2019] Sonora: Helada y nevada severa del 20 al 24 de febrero de 2019 (pob:9,207 $8,876,335) | [E 2019] Sonora: Lluvia severa e inundación pluvial los días 24 y 25 de septiembre de 2019 por Fr (pob:12,071 $22,274,732) | [E 2019] Sonora: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,808 $22,179,262) | [E 2020] Sonora: Helada severa del 5 al 7 de febrero y lluvia severa e inundación pluvial el 10 d (pob:2,483 $1,870,902)"
el_triunfo,Acacoyagua; Angel Albino Corzo; Chicomuselo; La Concordia; Mapastepec; Pijijiapan; Villa Corzo,4,7,259254,259254,308614625.8,Carretero; Carretero Rural; Educativo; Hidráulico; Naval; Pesquero y Acuícola; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 3D/5E; Incendio Forestal: 0D/2E; Geológico: 1D/0E,"2019: 1D/4E pob:199,261 $50.2M; 2020: 3D/3E pob:59,993 $258.4M","[D 2019] Chiapas: Inundación fluvial del 7 al 10 de octubre de 2019 | [D 2020] Chiapas: Lluvia severa el 3 de junio de 2020 en 7 municipios; lluvia severa el 3 de junio | [D 2020] Chiapas: Movimiento de ladera del 1 al 4 de octubre de 2020 | [D 2020] Chiapas: Inundación fluvial y pluvial el 5 y 6 de noviembre de 2020 | [E 2019] Chiapas: Incendios forestales del 12 al 18 de abril de 2019 (pob:15,565 $3,683,988) | [E 2019] Chiapas: Incendios forestales del 15 al 26 de abril de 2020 (pob:181,437 $20,298,688) | [E 2019] Chiapas: Inundación fluvial el 16 de septiembre de 2019 (pob:1,580 $12,733,165) | [E 2019] Chiapas: Inundación fluvial del 7 al 10 de octubre de 2019 (pob:679 $13,508,317) | [E 2020] Chiapas: Lluvia severa el 3 de junio de 2020 (T.T. Cristóbal) (pob:5,071 $85,930,497) | [E 2020] Chiapas: Lluvia severa e inundación pluvial y fluvial el 22 de agosto de 2020 (pob:5,816 $32,225,271) | [E 2020] Chiapas: Inundación fluvial y pluvial los días 5 y 6 de noviembre de 2020 (pob:49,106 $140,234,700)"
el_veladero,Acapulco de Juárez,5,4,1072061,660061,438562743.08,Carretero; Cultura; Educativo; Hidráulico; Hidráulico y Naval; Monumentos Arqueológicos y Naval; Naval; Pesquero y Acuícola; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 4D/2E; Geológico: 1D/1E; Incendio Forestal: 0D/1E,"2019: 1D/2E pob:259,061 $81.1M; 2020: 1D/0E pob:0 $0.0M; 2021: 1D/1E pob:1,000 $6.4M; 2023: 2D/1E pob:812,000 $351.1M","[D 2019] Guerrero: Lluvia severa e inundación fluvial y pluvial del 28 al 29 de septiembre de 2019 | [D 2020] Guerrero: Lluvia severa, inundación pluvial e inundación fluvial ocurridas del 24 al 27 de | [D 2021] Guerrero: Sismo con magnitud 7.1 el 7 de septiembre de 2021 | [D 2023] Guerrero: Lluvia severa, inundación fluvial y pluvial del 9 al 11 de octubre de 2023 | [D 2023] Guerrero: Lluvia severa, vientos fuertes, e Inundación y pluvial el 24 y 25 de octubre de  | [E 2019] Guerrero: Incendios forestales del 25 de abril al 13 de mayo de 2019 (pob:241,710 $29,608,218) | [E 2019] Guerrero: Lluvia severa e inundación fluvial y pluvial el 28 y 29 de septiembre de 2019 po (pob:17,351 $51,463,968) | [E 2021] Guerrero: Sismo ocurrido 7 de septiembre de 2021 (pob:1,000 $6,389,557) | [E 2023] Guerrero: Lluvia severa y vientos fuertes el día 24 de octubre de 2023 (pob:812,000 $351,101,000)"
el_vizcaino,Comondú; Mulegé; San Quintín,5,4,19966,19966,40285518.58,Carretero; Deportivo; Educativo; Educativo y Naval; Forestal y de Viveros; Hidráulico; Hidráulico y Naval; Naval; Naval y Pesquero; y Naval,Hidrometeorológico: 5D/4E,"2019: 0D/2E pob:6,630 $24.1M; 2020: 0D/1E pob:1,336 $5.5M; 2022: 3D/0E pob:0 $0.0M; 2023: 2D/1E pob:12,000 $10.8M","[D 2022] Baja California Sur: Lluvia severa e inundación fluvial los días 2 y 3 de septiembre 2022 | [D 2022] Baja California Sur: Lluvia severa, vientos fuertes e inundación fluvial del 7 al 9 de septiembre de  | [D 2022] Baja California: Inundación pluvial y lluvia severa del 8 al 11 de septiembre de 2022 | [D 2023] Baja California Sur: Lluvia severa e inundación pluvial el 19 de agosto de 2023 | [D 2023] Baja California: Lluvia severa, inundación fluvial y pluvial, y vientos fuertes del 18 al 20 de a | [E 2019] Baja California Sur: Lluvia severa e inundación pluvial los días 22 y 23 de agosto de 2019 (pob:4,013 $10,960,255) | [E 2019] Baja California Sur: Lluvia severa e inundación pluvial el 27 y 28 de noviembre de 2019 (pob:2,617 $13,098,771) | [E 2020] Baja California Sur: Lluvia severa e inundación pluvial el 12 y 13 de marzo de 2020 (pob:1,336 $5,469,572) | [E 2023] Baja California Sur: Huracán Hilary y lluvia severa, el 19 de agosto de 2023 (pob:12,000 $10,756,920)"
general_juan_alvarez,Chilapa de Álvarez,2,1,17351,17351,51463968.05,Carretero; Educativo; Hidráulico; Monumentos Arqueológicos y Naval; Naval; Pesquero y Acuícola; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 1D/1E; Geológico: 1D/0E,"2019: 1D/1E pob:17,351 $51.5M; 2021: 1D/0E pob:0 $0.0M","[D 2019] Guerrero: Lluvia severa e inundación fluvial y pluvial del 28 al 29 de septiembre de 2019 | [D 2021] Guerrero: Sismo con magnitud 7.1 el 7 de septiembre de 2021 | [E 2019] Guerrero: Lluvia severa e inundación fluvial y pluvial el 28 y 29 de septiembre de 2019 po (pob:17,351 $51,463,968)"
grutas_de_cacahuamilpa,Taxco de Alarcón,0,1,241710,241710,29608218.0,,Incendio Forestal: 0D/1E,"2019: 0D/1E pob:241,710 $29.6M","[E 2019] Guerrero: Incendios forestales del 25 de abril al 13 de mayo de 2019 (pob:241,710 $29,608,218)"
huatulco,Santa María Huatulco,3,4,56109,56109,270032123.03,Carretero; Educativo; Hidráulico; Militar; Monumentos Arqueológicos; Naval; Naval y Turístico; Pesquero y Acuíola; Salud; Turístico; Vial Urbano y Vivienda,Hidrometeorológico: 2D/2E; Geológico: 1D/2E,"2019: 1D/1E pob:5,507 $31.2M; 2020: 1D/2E pob:26,986 $162.4M; 2022: 1D/1E pob:23,616 $76.5M","[D 2019] Oaxaca: Lluvia severa, inundación fluvial y pluvial ocurridas los días 28, 29 y 30 de se | [D 2020] Oaxaca: Sismo magnitud 7.4 el día 23 de junio de 2020 | [D 2022] Oaxaca: Lluvia severa, vientos fuertes, inundación pluvial e inundación fluvial del 29 a | [E 2019] Oaxaca: Lluvia severa e inundación fluvial y pluvial el 28 y 29 de septiembre por el hur (pob:5,507 $31,196,865) | [E 2020] Oaxaca: Sismo de magnitud 7.4 (pob:26,125 $135,962,301) | [E 2020] Oaxaca: Movimiento de ladera los días 27 y 28 de agosto de 2020 (pob:861 $26,416,308) | [E 2022] Oaxaca: Impacto inminente del huracán ""Agatha"" -extraordinario- el día 30 de mayo de 202 (pob:23,616 $76,456,649)"
huatulco_ii,Santa María Huatulco,3,4,56109,56109,270032123.03,Carretero; Educativo; Hidráulico; Militar; Monumentos Arqueológicos; Naval; Naval y Turístico; Pesquero y Acuíola; Salud; Turístico; Vial Urbano y Vivienda,Hidrometeorológico: 2D/2E; Geológico: 1D/2E,"2019: 1D/1E pob:5,507 $31.2M; 2020: 1D/2E pob:26,986 $162.4M; 2022: 1D/1E pob:23,616 $76.5M","[D 2019] Oaxaca: Lluvia severa, inundación fluvial y pluvial ocurridas los días 28, 29 y 30 de se | [D 2020] Oaxaca: Sismo magnitud 7.4 el día 23 de junio de 2020 | [D 2022] Oaxaca: Lluvia severa, vientos fuertes, inundación pluvial e inundación fluvial del 29 a | [E 2019] Oaxaca: Lluvia severa e inundación fluvial y pluvial el 28 y 29 de septiembre por el hur (pob:5,507 $31,196,865) | [E 2020] Oaxaca: Sismo de magnitud 7.4 (pob:26,125 $135,962,301) | [E 2020] Oaxaca: Movimiento de ladera los días 27 y 28 de agosto de 2020 (pob:861 $26,416,308) | [E 2022] Oaxaca: Impacto inminente del huracán ""Agatha"" -extraordinario- el día 30 de mayo de 202 (pob:23,616 $76,456,649)"
humedales_de_montana_la_kisst_y_maria_eugenia,San Cristóbal de las Casas,1,2,54177,54177,226165197.37,Carretero; Carretero Rural; Educativo; Hidráulico; Salud; Vial Urbano y Vivienda,Hidrometeorológico: 1D/2E,"2020: 1D/2E pob:54,177 $226.2M","[D 2020] Chiapas: Inundación fluvial y pluvial el 5 y 6 de noviembre de 2020 | [E 2020] Chiapas: Lluvia severa el 3 de junio de 2020 (T.T. Cristóbal) (pob:5,071 $85,930,497) | [E 2020] Chiapas: Inundación fluvial y pluvial los días 5 y 6 de noviembre de 2020 (pob:49,106 $140,234,700)"
insurgente_jose_maria_morelos,Tzitzio,0,1,9367,9367,5302236.57,,Hidrometeorológico: 0D/1E,"2018: 0D/1E pob:9,367 $5.3M","[E 2018] Michoacán: Helada severa a partir del día 21 de diciembre de 2018 (pob:9,367 $5,302,237)"
isla_guadalupe,San Quintín,2,0,0,0,0,Carretero; Educativo; Educativo y Naval; Hidráulico; Naval y Pesquero,Hidrometeorológico: 2D/0E,2022: 1D/0E pob:0 $0.0M; 2023: 1D/0E pob:0 $0.0M,"[D 2022] Baja California: Inundación pluvial y lluvia severa del 8 al 11 de septiembre de 2022 | [D 2023] Baja California: Lluvia severa, inundación fluvial y pluvial, y vientos fuertes del 18 al 20 de a"
islas_del_golfo_de_california,Ahome; Cajeme; Chihuahua; Cuauhtémoc; Culiacán; El Fuerte; Ensenada; Guasave; Guaymas; Hermosillo; Juárez; La Paz; Los Cabos; Mazatlán; Mexicali; Navojoa; Navolato; Nogales; San Luis Río Colorado; San Quintín,14,23,277575,277575,359866154.65,Carretero; Cultura; Deportivo; Educativo; Educativo y Naval; Forestal y de Viveros; Hidráulico; Hidráulico y Naval; Naval; Naval y Pesquero; Naval y Pesquero y Acuícola; Naval y Turístico; Vial Urbano y Vivienda; y Naval,Hidrometeorológico: 13D/22E; Incendio Forestal: 1D/1E,"2019: 4D/14E pob:161,327 $265.7M; 2020: 3D/2E pob:6,207 $25.7M; 2021: 2D/6E pob:73,070 $61.7M; 2022: 3D/1E pob:36,971 $6.7M; 2023: 2D/0E pob:0 $0.0M","[D 2019] Baja California Sur: Huracán Lorena (Lluvia severa y vientos fuertes) el 20 de septiembre de 2019 | [D 2019] Baja California Sur: Lluvia severa e inundación fluvial y pluvial el 13 de octubre de 2019 | [D 2019] Baja California: Incendios forestales presentados del 24, 25 y 26 de octubre de 2019 | [D 2019] Sonora: Lluvia severa e inundación fluvial y pluvial del 27 al 29 de noviembre de 2019 | [D 2020] Chihuahua: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [D 2020] Sinaloa: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [D 2020] Sonora: Sequía severa del 1 de mayo al 30 de noviembre de 2020 | [D 2021] Sinaloa: Huracán “Nora” Categoría 1(Lluvia severa y vientos fuertes) del 28 y al 30 de ag | [D 2021] Baja California Sur: Inundación pluvial, lluvia severa y vientos fuertes el 9 y 10 de septiembre de 2 | [D 2022] Baja California Sur: Lluvia severa e inundación fluvial los días 2 y 3 de septiembre 2022 | [D 2022] Baja California Sur: Lluvia severa, vientos fuertes e inundación fluvial del 7 al 9 de septiembre de  | [D 2022] Baja California: Inundación pluvial y lluvia severa del 8 al 11 de septiembre de 2022 | [D 2023] Baja California: Lluvia severa, inundación fluvial y pluvial, y vientos fuertes del 18 al 20 de a | [D 2023] Baja California Sur: Lluvia severa, inundación fluvial y pluvial y vientos fuertes del 20 al 22 de oc | [E 2019] Chihuahua: Nevada severa del 29 al 30 de diciembre de 2018 (pob:64,751 $72,187,821) | [E 2019] Sonora: Helada y nevada severa del 30 de diciembre de 2018 al 02 de enero de 2019 (pob:18,506 $19,484,036) | [E 2019] Sonora: Helada y nevada severa del 20 al 24 de febrero de 2019 (pob:9,207 $8,876,335) | [E 2019] Sinaloa: Lluvia severa e inundación pluvial los días 21 y 22 de agosto de 2019 (pob:16,839 $23,188,625) | [E 2019] Sinaloa: Lluvia severa e inundación fluvial y pluvial el 23 de agosto de 2019 (pob:6,473 $11,887,335) | [E 2019] Baja California Sur: Lluvia severa e inundación pluvial los días 22 y 23 de agosto de 2019 (pob:4,013 $10,960,255) | [E 2019] Baja California Sur: Lluvia severa y vientos fuertes el 20 de septiembre de 2019 por el huracán ""Lore (pob:2,849 $13,332,330) | [E 2019] Sonora: Lluvia severa e inundación pluvial el 21 de septiembre de 2019 por el huracán ""L (pob:7,238 $27,553,685) | [E 2019] Sonora: Lluvia severa e inundación pluvial los días 24 y 25 de septiembre de 2019 por Fr (pob:12,071 $22,274,732) | [E 2019] Baja California Sur: Lluvia severa e inundación fluvial y pluvial el 13 de octubre de 2019 (pob:3,724 $18,603,215) | [E 2019] Baja California: Incendios forestales a partir del 24 de octubre de 2019 (pob:1,500 $465,815) | [E 2019] Sinaloa: Lluvia severa e inundación pluvial el 28 de noviembre de 2019 (pob:4,731 $1,624,958) | [E 2019] Baja California Sur: Lluvia severa e inundación pluvial el 27 y 28 de noviembre de 2019 (pob:2,617 $13,098,771) | [E 2019] Sonora: Lluvia severa e inundación fluvial y pluvial los días 27, 28 y 29 de noviembre d (pob:6,808 $22,179,262) | [E 2020] Sonora: Helada severa del 5 al 7 de febrero y lluvia severa e inundación pluvial el 10 d (pob:2,483 $1,870,902) | [E 2020] Baja California Sur: Lluvia severa e inundación pluvial el 19 de agosto de 2020 (Huracán Genevieve) (pob:3,724 $23,831,993) | [E 2021] Chihuahua: Nevada y helada severas el 30 y 31 de diciembre de 2020 (pob:39,932 $30,948,422) | [E 2021] Chihuahua: Lluvia severa e inundación pluvial del 27 al 30 de junio de 2021 (pob:580 $1,474,111) | [E 2021] Sonora: Inundación pluvial el 27 de julio de 2021 (pob:3,600 $4,189,492) | [E 2021] Sinaloa: Lluvia severa y vientos fuertes los días 28, 29 y 30 de agosto de 2021 (Huracán  (pob:7,969 $13,590,810) | [E 2021] Baja California Sur: Ciclón tropical ""Olaf"" (lluvia severa y vientos fuertes) e inundación pluvial de (pob:8,037 $6,025,315) | [E 2021] Sinaloa: Presencia del huracán Pamela (lluvia severa y vientos fuertes) los días 12 y 13  (pob:12,952 $5,502,657) | [E 2022] Sinaloa: Onda de calor ocurrida el 05 de mayo de 2022 (pob:36,971 $6,715,277)"
